0.0039415,0.013795,0.027591,0.096567,0.072918,0,0,0,0.037444,0.10642,0.14781,0.12219,0.0019708,0,0,0,0.17146,0.2424,0.074889,0.035474,0.019708,0.0039415,0.0039415,0.0039415,0.059123,0.029561,0.017737,0.16554,0.16357,0.033503,0.023649,0.011825,0.0059123,0.0059123,0.023649,0.2089,0.14978,0.0019708,0,0,0.061093,0.092625,0.068976,0.15175,0.10445,0.013795,0,0.0098538,0.2424,0.2424,0.015766,0.0098538,0.013795,0.007883,0.007883,0.047298,0.1281,0.045327,0.013795,0.015766,0.057152,0.11233,0.19905,0.049269,0.011825,0.063064,0.059123,0.23058,0.13007,0.0019708,0.0039415,0.015766,0.070947,0.05321,0.029561,0.027591,0.092625,0.019708,0.019708,0.19116,0.2424,0.047298,0.011825,0,0.0059123,0.0019708,0.0039415,0.2424,0.088684,0.090655,0.14781,0.033503,0.011825,0.007883,0.0098538,0.011825,0.0098538,0.0098538,0.0039415,0.043357,0.092625,0.027591,0.14978,0.17737,0.019708,0.007883,0.0019708,0,0,0,0.13598,0.2424,0.05321,0.0059123,0.0059123,0,0,0,0.0098538,0.15372,0.0019708,0.0039415,0.031532,0.0059123,0,0,0,0
0.047159,0.072704,0.1572,0.082529,0.035369,0.045194,0.055019,0.053054,0.021615,0.035369,0.070739,0.045194,0.17095,0.25348,0.025545,0.001965,0.037334,0.0058949,0,0,0.045194,0.25348,0.12576,0.11397,0.096283,0.0058949,0,0,0,0.01572,0.047159,0.16506,0.070739,0.053054,0.11986,0.082529,0.19846,0.18078,0.025545,0.031439,0.25348,0.098248,0.064844,0.02751,0.045194,0.12772,0.064844,0.076634,0.025545,0.0039299,0.01179,0.043229,0.068774,0.25348,0.25348,0.053054,0.013755,0,0,0.01179,0.039299,0.10414,0.10218,0.047159,0.064844,0.029474,0.039299,0.078599,0.25348,0.14934,0.01179,0.02751,0.25348,0.11986,0.076634,0.051089,0.062879,0.037334,0.013755,0.056984,0.021615,0.02358,0.14934,0.25348,0.047159,0.037334,0.02751,0.0039299,0,0,0.0058949,0.066809,0.041264,0.017685,0.0039299,0,0.01572,0.02358,0.045194,0.10218,0.092353,0,0,0,0.10218,0.084494,0.017685,0.035369,0.029474,0,0,0,0,0.0078599,0.017685,0.049124,0.0039299,0,0,0,0,0,0,0.0039299,0,0,0,0
0,0,0,0.0019672,0,0,0,0,0,0.0019672,0.029508,0.033442,0,0,0,0,0.039344,0.039344,0.035409,0.011803,0.0039344,0.0019672,0.0039344,0.019672,0.0078687,0,0,0.015737,0.098359,0.021639,0.0059016,0.011803,0,0,0.051147,0.15344,0,0,0,0,0.023606,0.031475,0.22032,0.28524,0,0,0,0,0.28524,0.20065,0.14164,0.10623,0.023606,0,0,0.011803,0.059016,0.011803,0.0078687,0.1141,0.19869,0.0098359,0,0.0039344,0,0,0.10033,0.28524,0.031475,0.011803,0.0039344,0.0039344,0.1436,0.017705,0.098359,0.28524,0.041311,0.039344,0.017705,0.055081,0.28524,0.039344,0.025573,0.070819,0.088523,0,0.0019672,0.14754,0.055081,0.019672,0.031475,0.1259,0.15147,0.0059016,0,0.019672,0.072786,0.025573,0.0098359,0.10229,0.055081,0.041311,0.023606,0.033442,0.12,0.0019672,0,0.0059016,0.021639,0.15541,0.078687,0.12393,0.28524,0,0,0.011803,0.12,0.0078687,0.0098359,0.19082,0.035409,0,0,0.011803,0.13967,0.015737,0.0039344,0.068851
0.021628,0.023594,0.08258,0.076681,0.037358,0.06685,0.04129,0.0039324,0.31459,0.13567,0.011797,0.0078647,0.011797,0.0098309,0,0.0098309,0.19465,0.031459,0,0,0,0,0,0.0019662,0,0,0,0,0,0,0,0,0.057019,0.04129,0.092411,0.08258,0.078647,0.22611,0.0058986,0.0019662,0.31459,0.096343,0.019662,0.0039324,0,0.0078647,0.0019662,0.0098309,0.30476,0.0019662,0,0,0,0,0,0.0058986,0,0,0,0,0,0,0,0,0.039324,0.047188,0.0039324,0,0.017696,0.31459,0.12584,0.015729,0.31459,0.013763,0,0,0,0.16123,0.15336,0.15336,0.26937,0.0019662,0,0,0,0,0,0.029493,0,0,0,0,0,0,0,0,0.088478,0.16319,0.0078647,0,0,0.16516,0.074715,0.011797,0.055053,0.035391,0.0019662,0.0019662,0.011797,0.19269,0.23398,0.096343,0.043256,0,0,0,0.0039324,0.011797,0.023594,0.045222,0,0,0,0,0,0,0,0
0.064751,0.1609,0.056902,0.11773,0.041205,0.0019622,0,0,0.1609,0.26097,0.033357,0.0039243,0.017659,0.0098108,0.0058865,0.0039243,0.090259,0.10203,0.013735,0.0039243,0.049054,0.080448,0.26097,0.10596,0.023546,0.025508,0.029432,0.035319,0.066713,0.15109,0.19229,0.056902,0.035319,0.060827,0.029432,0.041205,0.13146,0.094183,0.011773,0.011773,0.26097,0.26097,0.025508,0.0058865,0.015697,0.011773,0,0.051016,0.22957,0.21976,0.13146,0.023546,0,0,0.0078486,0.017659,0.0019622,0.02747,0.18052,0.17071,0.051016,0.029432,0.0078486,0.0039243,0.049054,0.056902,0.047092,0.037281,0.10007,0.062789,0.0058865,0.056902,0.26097,0.011773,0,0.0019622,0.017659,0.015697,0.0019622,0.21976,0.12558,0.033357,0.056902,0.033357,0,0,0,0.013735,0,0,0.033357,0.041205,0,0,0,0,0.051016,0.029432,0.015697,0.0078486,0.0019622,0,0.017659,0.26097,0.10007,0,0,0,0,0,0.0078486,0.26097,0.017659,0.0019622,0.0019622,0,0,0,0,0.013735,0,0,0,0,0,0,0,0
0.0019692,0.0019692,0.0098459,0.041353,0.041353,0.2107,0.18116,0.0059075,0.04726,0.017723,0,0.011815,0.039384,0.084675,0.10437,0.037414,0.02363,0.0078767,0,0,0,0.017723,0.039384,0.027568,0,0,0,0,0,0.0059075,0,0,0.011815,0.021661,0.23827,0.18904,0.027568,0.029538,0.0098459,0,0.20086,0.055137,0.063014,0.057106,0.045291,0.037414,0.098459,0.19495,0.025599,0.0019692,0,0.013784,0.13981,0.19298,0.15556,0.10634,0,0,0,0,0.053168,0.055137,0,0,0.035445,0.021661,0.17526,0.033476,0.0039384,0.072859,0.23827,0.041353,0.23827,0.12012,0.078767,0.043322,0.0059075,0.0059075,0.084675,0.14178,0.051199,0.031507,0.098459,0.19101,0.18313,0.039384,0.0059075,0.013784,0,0,0.017723,0.019692,0.09452,0.041353,0,0,0.0019692,0.0019692,0.055137,0.1083,0.055137,0.064983,0.16147,0.0098459,0.027568,0.013784,0.14966,0.23827,0.0039384,0.0078767,0.04726,0.031507,0.0019692,0.039384,0.23827,0.20283,0.0059075,0,0,0,0,0.088613,0.23827,0.017723,0.0098459,0.0019692,0,0
0.033374,0.056931,0.027484,0.0039263,0.0058895,0.013742,0.025521,0.056931,0.023558,0.0019632,0,0,0,0.027484,0.098158,0.078526,0,0,0,0,0.0039263,0.064784,0.027484,0,0,0,0,0,0,0.0019632,0,0,0.21595,0.24343,0.019632,0,0,0.0019632,0.090305,0.086379,0.25914,0.076563,0,0,0.013742,0.1119,0.15705,0.12564,0.0098158,0,0,0,0.17079,0.25914,0.058895,0.0058895,0,0,0,0,0.027484,0.021595,0.0098158,0,0.090305,0.019632,0.0019632,0,0,0.027484,0.2395,0.17668,0.25914,0.053005,0.049079,0.0058895,0.041226,0.027484,0.025521,0.20809,0.03141,0.0039263,0.033374,0.021595,0.25914,0.21006,0.017668,0.0058895,0,0,0,0.0019632,0.041226,0.092268,0.070673,0,0.023558,0.019632,0.20613,0.0746,0.019632,0.0078526,0.015705,0.03141,0.039263,0.062821,0.25914,0.090305,0.0039263,0,0.0058895,0.0373,0.0039263,0.11975,0.25914,0.062821,0.072637,0.029447,0.0078526,0.0039263,0,0.0078526,0.2022,0.076563,0.023558,0.03141,0.017668,0
0.041335,0.061019,0.0078734,0,0,0.0019684,0.013778,0.0059051,0.14172,0.045272,0.0078734,0,0,0.092513,0.10039,0.059051,0.029525,0.0039367,0.0098418,0.0078734,0.013778,0.24801,0.24801,0.033462,0.0019684,0.013778,0.049209,0.0078734,0.0078734,0.21849,0.24801,0.0059051,0.047241,0.027557,0.0098418,0,0,0,0,0.0098418,0.24801,0.051177,0.0059051,0.013778,0.0098418,0.0019684,0.0059051,0.12204,0.086608,0.01181,0.055114,0.24801,0.11023,0.080703,0.062987,0.043304,0,0.047241,0.10432,0.12401,0.029525,0.096449,0.088576,0,0.049209,0.013778,0,0,0,0,0,0.0019684,0.24014,0.24014,0.059051,0.027557,0.01181,0,0,0.0098418,0.021652,0.070861,0.1181,0.24801,0.24801,0.0059051,0,0,0,0.15353,0.24801,0.10629,0.11416,0.0098418,0,0,0.0039367,0.0059051,0,0,0,0,0,0,0.0078734,0.070861,0.062987,0.02362,0,0,0,0,0.0019684,0.019684,0.10432,0.088576,0.12401,0.033462,0.0019684,0,0,0.015747,0.066924,0.025589,0.13975,0.20471,0.015747,0.0019684
0.023643,0.033494,0.17338,0.061078,0.0039405,0.023643,0.025613,0.023643,0,0.0019703,0.096543,0.17732,0.025613,0.055167,0.047286,0,0.021673,0.007881,0.021673,0.057137,0.07881,0.037435,0.061078,0.10048,0.0098513,0.0039405,0,0,0.017732,0.063048,0.10048,0.096543,0,0.027584,0.2581,0.027584,0.0039405,0.057137,0.047286,0,0.039405,0.047286,0.2581,0.13201,0,0.0059108,0.063048,0.011822,0.2581,0.10048,0.07684,0.033494,0.0059108,0.0039405,0.037435,0.16944,0.053197,0.0098513,0.007881,0.07881,0.14974,0.0729,0.053197,0.082751,0.015762,0.0039405,0.029554,0.0098513,0.007881,0.22461,0.2581,0.013792,0.027584,0.0098513,0.043346,0.023643,0.0098513,0.080781,0.2581,0.047286,0.2581,0.0729,0.055167,0.037435,0.0019703,0.011822,0.11427,0.11822,0.027584,0.027584,0.10442,0.16944,0.035465,0,0,0,0.068959,0.0098513,0.007881,0.096543,0.07881,0.027584,0.053197,0.0098513,0,0.031524,0.098513,0.11625,0.043346,0.031524,0.051227,0,0.0039405,0.017732,0.086691,0.21673,0.017732,0.0059108,0.015762,0.0059108,0,0.021673,0.2581,0.14383,0.0039405,0,0,0
0.035348,0.12568,0.090334,0.033384,0.023565,0.045167,0.045167,0.025529,0.078551,0.096225,0.2494,0.18263,0.070696,0.070696,0.0039276,0,0.16299,0.086406,0.041239,0.019638,0.039276,0.066768,0.033384,0.01571,0.0039276,0,0,0.0078551,0.1355,0.12765,0.10015,0.05695,0.1139,0.0039276,0,0.0019638,0.058913,0.21798,0.060877,0.039276,0.14925,0.047131,0.0039276,0.011783,0.2494,0.2494,0.0058913,0.01571,0.2494,0.11194,0.023565,0.0058913,0.025529,0.051058,0.045167,0.062841,0.021602,0.0058913,0.070696,0.074624,0.03142,0.084442,0.19834,0.041239,0.10997,0.090334,0.092297,0.039276,0.094261,0.080515,0.011783,0.029457,0.10212,0.01571,0.01571,0.037312,0.2494,0.16888,0.0039276,0.035348,0.2494,0.086406,0.062841,0.051058,0.051058,0.017674,0.0039276,0.070696,0.0058913,0.0058913,0.14336,0.14139,0.03142,0,0.0019638,0,0.0019638,0.074624,0.084442,0.01571,0.0058913,0,0,0,0.051058,0.029457,0.033384,0.092297,0.21798,0.01571,0,0.0078551,0.1787,0.074624,0.01571,0.029457,0.041239,0.0039276,0,0.0098189,0,0.0019638,0.0058913,0.033384,0.017674,0,0,0
